date,phc_id,medicine_id,stock,patient_footfall,temperature,disease_cases,day_of_week,month,lag_1,lag_7,rolling_mean_7,daily_consumption
2025-04-25,PHC002,MED001,473,62,34.5,12,4,4,49.0,69.0,69.71428571428571,36
2025-04-26,PHC002,MED001,424,86,26.9,22,5,4,36.0,88.0,65.0,49
2025-04-27,PHC002,MED001,359,76,20.4,20,6,4,49.0,53.0,59.42857142857143,65
2025-04-28,PHC002,MED001,314,87,30.2,11,0,4,65.0,74.0,61.142857142857146,45
2025-04-29,PHC002,MED001,253,85,34.3,25,1,4,45.0,79.0,57.0,61
2025-04-30,PHC002,MED001,197,83,21.4,22,2,4,61.0,76.0,54.42857142857143,56
2025-05-01,PHC002,MED001,626,70,21.1,9,3,5,56.0,49.0,51.57142857142857,52
2025-05-02,PHC002,MED001,568,76,22.7,20,4,5,52.0,36.0,52.0,58
2025-05-03,PHC002,MED001,496,95,22.9,12,5,5,58.0,49.0,55.142857142857146,72
2025-05-04,PHC002,MED001,424,85,23.4,21,6,5,72.0,65.0,58.42857142857143,72
2025-05-05,PHC002,MED001,357,98,25.3,16,0,5,72.0,45.0,59.42857142857143,67
2025-05-06,PHC002,MED001,299,76,27.4,29,1,5,67.0,61.0,62.57142857142857,58
2025-05-07,PHC002,MED001,678,113,34.4,28,2,5,58.0,56.0,62.142857142857146,82
2025-05-08,PHC002,MED001,629,71,33.5,5,3,5,82.0,52.0,65.85714285714286,49
2025-05-09,PHC002,MED001,559,95,34.8,19,4,5,49.0,58.0,65.42857142857143,70
2025-05-10,PHC002,MED001,478,89,20.8,23,5,5,70.0,72.0,67.14285714285714,81
2025-05-11,PHC002,MED001,408,101,28.1,19,6,5,81.0,72.0,68.42857142857143,70
2025-05-12,PHC002,MED001,355,83,34.6,19,0,5,70.0,67.0,68.14285714285714,53
2025-05-13,PHC002,MED001,297,78,30.3,14,1,5,53.0,58.0,66.14285714285714,58
2025-05-14,PHC002,MED001,242,84,29.2,17,2,5,58.0,82.0,66.14285714285714,55
2025-05-15,PHC002,MED001,194,82,23.6,26,3,5,55.0,49.0,62.285714285714285,48
2025-05-16,PHC002,MED001,785,87,23.2,17,4,5,48.0,70.0,62.142857142857146,67
2025-05-17,PHC002,MED001,719,96,26.0,19,5,5,67.0,81.0,61.714285714285715,66
2025-05-18,PHC002,MED001,639,102,32.2,33,6,5,66.0,70.0,59.57142857142857,80
2025-05-19,PHC002,MED001,582,78,28.3,10,0,5,80.0,53.0,61.0,57
2025-05-20,PHC002,MED001,539,75,27.1,21,1,5,57.0,58.0,61.57142857142857,43
2025-05-21,PHC002,MED001,460,99,22.0,25,2,5,43.0,55.0,59.42857142857143,79
2025-05-22,PHC002,MED001,412,70,27.3,13,3,5,79.0,48.0,62.857142857142854,48
2025-05-23,PHC002,MED001,349,83,20.7,30,4,5,48.0,67.0,62.857142857142854,63
2025-05-24,PHC002,MED001,607,101,32.6,26,5,5,63.0,66.0,62.285714285714285,91
2025-05-25,PHC002,MED001,556,83,25.4,22,6,5,91.0,80.0,65.85714285714286,51
2025-05-26,PHC002,MED001,505,70,21.8,17,0,5,51.0,57.0,61.714285714285715,51
2025-05-27,PHC002,MED001,439,109,23.0,17,1,5,51.0,43.0,60.857142857142854,66
2025-05-28,PHC002,MED001,376,73,25.3,22,2,5,66.0,79.0,64.14285714285714,63
2025-05-29,PHC002,MED001,317,75,31.0,13,3,5,63.0,48.0,61.857142857142854,59
2025-05-30,PHC002,MED001,254,74,22.2,16,4,5,59.0,63.0,63.42857142857143,63
2025-05-31,PHC002,MED001,914,109,25.1,35,5,5,63.0,91.0,63.42857142857143,74
2025-06-01,PHC002,MED001,854,81,25.2,21,6,6,74.0,51.0,61.0,60
2025-06-02,PHC002,MED001,809,75,30.7,25,0,6,60.0,51.0,62.285714285714285,45
2025-06-03,PHC002,MED001,766,74,34.1,25,1,6,45.0,66.0,61.42857142857143,43
2025-06-04,PHC002,MED001,704,83,26.8,14,2,6,43.0,63.0,58.142857142857146,62
2025-06-05,PHC002,MED001,626,109,23.8,29,3,6,62.0,59.0,58.0,78
2025-06-06,PHC002,MED001,573,82,23.2,12,4,6,78.0,63.0,60.714285714285715,53
2025-06-07,PHC002,MED001,499,100,20.8,30,5,6,53.0,74.0,59.285714285714285,74
2025-06-08,PHC002,MED001,412,98,34.9,18,6,6,74.0,60.0,59.285714285714285,87
2025-06-09,PHC002,MED001,337,96,25.8,33,0,6,87.0,45.0,63.142857142857146,75
2025-06-10,PHC002,MED001,272,86,26.6,29,1,6,75.0,43.0,67.42857142857143,65
2025-06-11,PHC002,MED001,204,96,25.4,24,2,6,65.0,62.0,70.57142857142857,68
2025-06-12,PHC002,MED001,694,109,27.0,22,3,6,68.0,78.0,71.42857142857143,90
2025-06-13,PHC002,MED001,650,58,30.5,5,4,6,90.0,53.0,73.14285714285714,44
2025-06-14,PHC002,MED001,575,105,29.5,32,5,6,44.0,74.0,71.85714285714286,75
2025-06-15,PHC002,MED001,512,81,24.6,13,6,6,75.0,87.0,72.0,63
2025-06-16,PHC002,MED001,467,72,32.1,23,0,6,63.0,75.0,68.57142857142857,45
2025-06-17,PHC002,MED001,399,88,20.0,21,1,6,45.0,65.0,64.28571428571429,68
2025-06-18,PHC002,MED001,333,95,25.2,14,2,6,68.0,68.0,64.71428571428571,66
2025-06-19,PHC002,MED001,283,83,27.2,31,3,6,66.0,90.0,64.42857142857143,50
2025-06-20,PHC002,MED001,213,99,24.4,25,4,6,50.0,44.0,58.714285714285715,70
2025-06-21,PHC002,MED001,629,97,28.4,20,5,6,70.0,75.0,62.42857142857143,86
2025-06-22,PHC002,MED001,547,96,29.7,31,6,6,86.0,63.0,64.0,82
2025-06-23,PHC002,MED001,490,74,27.7,24,0,6,82.0,45.0,66.71428571428571,57
2025-06-24,PHC002,MED001,428,89,30.4,15,1,6,57.0,68.0,68.42857142857143,62
2025-06-25,PHC002,MED001,354,105,22.8,22,2,6,62.0,66.0,67.57142857142857,74
2025-06-26,PHC002,MED001,297,90,21.7,23,3,6,74.0,50.0,68.71428571428571,57
2025-06-27,PHC002,MED001,242,88,24.8,20,4,6,57.0,70.0,69.71428571428571,55
2025-06-28,PHC002,MED001,498,118,20.3,40,5,6,55.0,86.0,67.57142857142857,108
2025-06-29,PHC002,MED001,435,93,23.5,21,6,6,108.0,82.0,70.71428571428571,63
2025-01-08,PHC002,MED002,233,95,34.4,25,2,1,54.0,48.0,52.42857142857143,54
2025-01-09,PHC002,MED002,187,91,30.9,21,3,1,54.0,37.0,53.285714285714285,46
2025-01-10,PHC002,MED002,151,64,24.5,20,4,1,46.0,52.0,54.57142857142857,36
2025-01-11,PHC002,MED002,614,92,30.0,24,5,1,36.0,62.0,52.285714285714285,59
2025-01-12,PHC002,MED002,555,94,24.1,22,6,1,59.0,66.0,51.857142857142854,59
2025-01-13,PHC002,MED002,492,102,20.1,31,0,1,59.0,48.0,50.857142857142854,63
2025-01-14,PHC002,MED002,444,90,25.6,15,1,1,63.0,54.0,53.0,48
2025-01-15,PHC002,MED002,407,90,21.4,24,2,1,48.0,54.0,52.142857142857146,37
2025-01-16,PHC002,MED002,376,60,20.9,22,3,1,37.0,46.0,49.714285714285715,31
2025-01-17,PHC002,MED002,338,69,31.9,11,4,1,31.0,36.0,47.57142857142857,38
2025-01-18,PHC002,MED002,277,103,31.4,34,5,1,38.0,59.0,47.857142857142854,61
2025-01-19,PHC002,MED002,218,101,22.9,20,6,1,61.0,59.0,48.142857142857146,59
2025-01-20,PHC002,MED002,174,70,27.3,24,0,1,59.0,63.0,48.142857142857146,44
2025-01-21,PHC002,MED002,135,71,30.5,19,1,1,44.0,48.0,45.42857142857143,39
2025-01-22,PHC002,MED002,803,92,24.1,18,2,1,39.0,37.0,44.142857142857146,57
2025-01-23,PHC002,MED002,776,59,22.4,8,3,1,57.0,31.0,47.0,27
2025-01-24,PHC002,MED002,739,80,26.8,22,4,1,27.0,38.0,46.42857142857143,37
2025-01-25,PHC002,MED002,671,98,31.0,18,5,1,37.0,61.0,46.285714285714285,68
2025-01-26,PHC002,MED002,614,82,24.8,15,6,1,68.0,59.0,47.285714285714285,57
2025-01-27,PHC002,MED002,545,119,32.3,34,0,1,57.0,44.0,47.0,69
2025-01-28,PHC002,MED002,493,104,24.2,26,1,1,69.0,39.0,50.57142857142857,52
2025-01-29,PHC002,MED002,455,72,21.4,20,2,1,52.0,57.0,52.42857142857143,38
2025-01-30,PHC002,MED002,413,79,20.5,22,3,1,38.0,27.0,49.714285714285715,42
2025-01-31,PHC002,MED002,371,91,20.5,24,4,1,42.0,37.0,51.857142857142854,42
2025-02-01,PHC002,MED002,322,84,28.9,14,5,2,42.0,68.0,52.57142857142857,49
2025-02-02,PHC002,MED002,244,106,30.8,27,6,2,49.0,57.0,49.857142857142854,78
2025-02-03,PHC002,MED002,211,86,32.5,15,0,2,78.0,69.0,52.857142857142854,33
2025-02-04,PHC002,MED002,180,62,25.4,16,1,2,33.0,52.0,47.714285714285715,31
2025-02-05,PHC002,MED002,159,52,20.9,16,2,2,31.0,38.0,44.714285714285715,21
2025-02-06,PHC002,MED002,123,69,31.0,13,3,2,21.0,42.0,42.285714285714285,36
2025-02-07,PHC002,MED002,496,78,21.5,20,4,2,36.0,42.0,41.42857142857143,45
2025-02-08,PHC002,MED002,446,86,27.9,20,5,2,45.0,49.0,41.857142857142854,50
2025-02-09,PHC002,MED002,365,117,26.2,32,6,2,50.0,78.0,42.0,81
2025-02-10,PHC002,MED002,323,100,25.4,29,0,2,81.0,33.0,42.42857142857143,42
2025-02-11,PHC002,MED002,280,89,22.7,24,1,2,42.0,31.0,43.714285714285715,43
2025-02-12,PHC002,MED002,238,72,22.4,20,2,2,43.0,21.0,45.42857142857143,42
2025-02-13,PHC002,MED002,191,83,34.9,18,3,2,42.0,36.0,48.42857142857143,47
2025-02-14,PHC002,MED002,158,77,31.5,23,4,2,47.0,45.0,50.0,33
2025-02-15,PHC002,MED002,793,106,23.2,21,5,2,33.0,50.0,48.285714285714285,57
2025-02-16,PHC002,MED002,762,72,25.4,15,6,2,57.0,81.0,49.285714285714285,31
2025-02-17,PHC002,MED002,713,94,24.3,24,0,2,31.0,42.0,42.142857142857146,49
2025-02-18,PHC002,MED002,648,91,33.4,23,1,2,49.0,43.0,43.142857142857146,65
2025-02-19,PHC002,MED002,599,85,31.6,22,2,2,65.0,42.0,46.285714285714285,49
2025-02-20,PHC002,MED002,550,109,33.8,24,3,2,49.0,47.0,47.285714285714285,49
2025-02-21,PHC002,MED002,508,82,26.9,18,4,2,49.0,33.0,47.57142857142857,42
2025-02-22,PHC002,MED002,445,102,33.3,28,5,2,42.0,57.0,48.857142857142854,63
2025-02-23,PHC002,MED002,369,107,28.5,24,6,2,63.0,31.0,49.714285714285715,76
2025-02-24,PHC002,MED002,330,84,24.9,22,0,2,76.0,49.0,56.142857142857146,39
2025-02-25,PHC002,MED002,289,85,32.3,27,1,2,39.0,65.0,54.714285714285715,41
2025-02-26,PHC002,MED002,232,101,20.6,29,2,2,41.0,49.0,51.285714285714285,57
2025-02-27,PHC002,MED002,205,69,25.0,19,3,2,57.0,49.0,52.42857142857143,27
2025-02-28,PHC002,MED002,828,95,34.0,20,4,2,27.0,42.0,49.285714285714285,59
2025-03-01,PHC002,MED002,767,113,20.2,24,5,3,59.0,63.0,51.714285714285715,61
2025-03-02,PHC002,MED002,703,98,24.6,19,6,3,61.0,76.0,51.42857142857143,64
2025-03-03,PHC002,MED002,654,88,23.3,25,0,3,64.0,39.0,49.714285714285715,49
2025-03-04,PHC002,MED002,609,106,25.9,29,1,3,49.0,41.0,51.142857142857146,45
2025-03-05,PHC002,MED002,564,90,24.3,18,2,3,45.0,57.0,51.714285714285715,45
2025-03-06,PHC002,MED002,527,77,21.2,20,3,3,45.0,27.0,50.0,37
2025-03-07,PHC002,MED002,485,81,27.5,18,4,3,37.0,59.0,51.42857142857143,42
2025-03-08,PHC002,MED002,436,97,22.0,21,5,3,42.0,61.0,49.0,49
2025-03-09,PHC002,MED002,387,89,29.2,20,6,3,49.0,64.0,47.285714285714285,49
2025-03-10,PHC002,MED002,345,82,21.1,16,0,3,49.0,49.0,45.142857142857146,42
2025-03-11,PHC002,MED002,310,70,30.1,19,1,3,42.0,45.0,44.142857142857146,35
2025-03-12,PHC002,MED002,275,71,24.8,19,2,3,35.0,45.0,42.714285714285715,35
2025-03-13,PHC002,MED002,219,81,29.2,15,3,3,35.0,37.0,41.285714285714285,56
2025-03-14,PHC002,MED002,559,99,22.2,24,4,3,56.0,42.0,44.0,62
2025-03-15,PHC002,MED002,502,103,30.9,24,5,3,62.0,49.0,46.857142857142854,57
2025-03-16,PHC002,MED002,435,117,23.6,33,6,3,57.0,49.0,48.0,67
2025-03-17,PHC002,MED002,398,77,25.1,21,0,3,67.0,42.0,50.57142857142857,37
2025-03-18,PHC002,MED002,357,87,27.1,17,1,3,37.0,35.0,49.857142857142854,41
2025-03-19,PHC002,MED002,294,104,31.3,27,2,3,41.0,35.0,50.714285714285715,63
2025-03-20,PHC002,MED002,263,63,34.9,13,3,3,63.0,56.0,54.714285714285715,31
2025-03-21,PHC002,MED002,224,62,27.9,7,4,3,31.0,62.0,51.142857142857146,39
2025-03-22,PHC002,MED002,168,95,23.0,25,5,3,39.0,57.0,47.857142857142854,56
2025-03-23,PHC002,MED002,751,84,21.0,9,6,3,56.0,67.0,47.714285714285715,55
2025-03-24,PHC002,MED002,708,79,29.9,29,0,3,55.0,37.0,46.0,43
2025-03-25,PHC002,MED002,670,81,23.5,25,1,3,43.0,41.0,46.857142857142854,38
2025-03-26,PHC002,MED002,645,53,21.5,22,2,3,38.0,63.0,46.42857142857143,25
2025-03-27,PHC002,MED002,586,111,27.5,24,3,3,25.0,31.0,41.0,59
2025-03-28,PHC002,MED002,559,50,20.3,15,4,3,59.0,39.0,45.0,27
2025-03-29,PHC002,MED002,480,114,22.4,25,5,3,27.0,56.0,43.285714285714285,79
2025-03-30,PHC002,MED002,423,88,29.4,25,6,3,79.0,55.0,46.57142857142857,57
2025-03-31,PHC002,MED002,355,124,29.4,21,0,3,57.0,43.0,46.857142857142854,68
2025-04-01,PHC002,MED002,294,106,32.2,19,1,4,68.0,38.0,50.42857142857143,61
2025-04-02,PHC002,MED002,248,87,33.5,21,2,4,61.0,25.0,53.714285714285715,46
2025-04-03,PHC002,MED002,202,79,25.7,17,3,4,46.0,59.0,56.714285714285715,46
2025-04-04,PHC002,MED002,165,78,23.6,16,4,4,46.0,27.0,54.857142857142854,37
2025-04-05,PHC002,MED002,507,118,33.6,40,5,4,37.0,79.0,56.285714285714285,63
2025-04-06,PHC002,MED002,450,112,30.3,24,6,4,63.0,57.0,54.0,57
2025-04-07,PHC002,MED002,398,85,30.3,23,0,4,57.0,68.0,54.0,52
2025-04-08,PHC002,MED002,363,63,31.6,5,1,4,52.0,61.0,51.714285714285715,35
2025-04-09,PHC002,MED002,321,72,22.4,12,2,4,35.0,46.0,48.0,42
2025-04-10,PHC002,MED002,278,91,32.6,22,3,4,42.0,46.0,47.42857142857143,43
2025-04-11,PHC002,MED002,221,85,24.8,22,4,4,43.0,37.0,47.0,57
2025-04-12,PHC002,MED002,784,89,32.3,19,5,4,57.0,63.0,49.857142857142854,63
2025-04-13,PHC002,MED002,716,107,31.7,25,6,4,63.0,57.0,49.857142857142854,68
2025-04-14,PHC002,MED002,678,89,24.0,22,0,4,68.0,52.0,51.42857142857143,38
2025-04-15,PHC002,MED002,642,73,23.5,16,1,4,38.0,35.0,49.42857142857143,36
2025-04-16,PHC002,MED002,610,70,27.5,15,2,4,36.0,42.0,49.57142857142857,32
2025-04-17,PHC002,MED002,574,64,25.6,11,3,4,32.0,43.0,48.142857142857146,36
2025-04-18,PHC002,MED002,536,69,20.5,19,4,4,36.0,57.0,47.142857142857146,38
2025-04-19,PHC002,MED002,488,96,24.0,23,5,4,38.0,63.0,44.42857142857143,48
2025-04-20,PHC002,MED002,423,108,21.0,35,6,4,48.0,68.0,42.285714285714285,65
2025-04-21,PHC002,MED002,365,122,33.0,24,0,4,65.0,38.0,41.857142857142854,58
2025-04-22,PHC002,MED002,319,84,26.1,17,1,4,58.0,36.0,44.714285714285715,46
2025-04-23,PHC002,MED002,266,107,25.7,28,2,4,46.0,32.0,46.142857142857146,53
2025-04-24,PHC002,MED002,220,102,27.9,25,3,4,53.0,36.0,49.142857142857146,46
2025-04-25,PHC002,MED002,177,102,27.8,19,4,4,46.0,38.0,50.57142857142857,43
2025-04-26,PHC002,MED002,608,104,27.8,41,5,4,43.0,48.0,51.285714285714285,71
2025-04-27,PHC002,MED002,544,100,25.8,24,6,4,71.0,65.0,54.57142857142857,64
2025-04-28,PHC002,MED002,517,45,33.3,13,0,4,64.0,58.0,54.42857142857143,27
2025-04-29,PHC002,MED002,474,85,22.5,17,1,4,27.0,46.0,50.0,43
2025-04-30,PHC002,MED002,427,115,27.0,24,2,4,43.0,53.0,49.57142857142857,47
2025-05-01,PHC002,MED002,385,79,27.5,18,3,5,47.0,46.0,48.714285714285715,42
2025-05-02,PHC002,MED002,339,101,25.9,30,4,5,42.0,43.0,48.142857142857146,46
2025-05-03,PHC002,MED002,274,94,26.8,24,5,5,46.0,71.0,48.57142857142857,65
2025-05-04,PHC002,MED002,232,76,24.9,20,6,5,65.0,64.0,47.714285714285715,42
2025-05-05,PHC002,MED002,198,69,22.5,10,0,5,42.0,27.0,44.57142857142857,34
2025-05-06,PHC002,MED002,166,77,21.3,17,1,5,34.0,43.0,45.57142857142857,32
2025-05-07,PHC002,MED002,129,77,34.6,11,2,5,32.0,47.0,44.0,37
2025-05-08,PHC002,MED002,561,77,22.6,17,3,5,37.0,42.0,42.57142857142857,39
2025-05-09,PHC002,MED002,527,63,22.3,12,4,5,39.0,46.0,42.142857142857146,34
2025-05-10,PHC002,MED002,481,89,24.6,21,5,5,34.0,65.0,40.42857142857143,46
2025-05-11,PHC002,MED002,421,97,29.4,18,6,5,46.0,42.0,37.714285714285715,60
2025-05-12,PHC002,MED002,368,88,23.8,24,0,5,60.0,34.0,40.285714285714285,53
2025-05-13,PHC002,MED002,333,55,28.2,16,1,5,53.0,32.0,43.0,35
2025-05-14,PHC002,MED002,283,84,27.1,21,2,5,35.0,37.0,43.42857142857143,50
2025-05-15,PHC002,MED002,242,78,29.0,20,3,5,50.0,39.0,45.285714285714285,41
2025-05-16,PHC002,MED002,194,102,32.4,20,4,5,41.0,34.0,45.57142857142857,48
2025-05-17,PHC002,MED002,758,104,29.8,26,5,5,48.0,46.0,47.57142857142857,77
2025-05-18,PHC002,MED002,701,102,25.0,19,6,5,77.0,60.0,52.0,57
2025-05-19,PHC002,MED002,652,89,34.9,23,0,5,57.0,53.0,51.57142857142857,49
2025-05-20,PHC002,MED002,611,93,28.6,19,1,5,49.0,35.0,51.0,41
2025-05-21,PHC002,MED002,587,47,31.2,6,2,5,41.0,50.0,51.857142857142854,24
2025-05-22,PHC002,MED002,546,86,33.5,22,3,5,24.0,41.0,48.142857142857146,41
2025-05-23,PHC002,MED002,490,94,32.6,15,4,5,41.0,48.0,48.142857142857146,56
2025-05-24,PHC002,MED002,417,102,24.9,32,5,5,56.0,77.0,49.285714285714285,73
2025-05-25,PHC002,MED002,355,87,23.1,23,6,5,73.0,57.0,48.714285714285715,62
2025-05-26,PHC002,MED002,308,90,21.3,28,0,5,62.0,49.0,49.42857142857143,47
2025-05-27,PHC002,MED002,266,80,31.8,13,1,5,47.0,41.0,49.142857142857146,42
2025-05-28,PHC002,MED002,232,68,28.6,19,2,5,42.0,24.0,49.285714285714285,34
2025-05-29,PHC002,MED002,206,59,29.2,6,3,5,34.0,41.0,50.714285714285715,26
2025-05-30,PHC002,MED002,160,84,33.3,11,4,5,26.0,56.0,48.57142857142857,46
2025-05-31,PHC002,MED002,806,97,22.9,28,5,5,46.0,73.0,47.142857142857146,61
2025-06-01,PHC002,MED002,735,107,32.0,33,6,6,61.0,62.0,45.42857142857143,71
2025-06-02,PHC002,MED002,693,99,25.0,24,0,6,71.0,47.0,46.714285714285715,42
2025-06-03,PHC002,MED002,655,75,24.2,22,1,6,42.0,42.0,46.0,38
2025-06-04,PHC002,MED002,612,86,27.6,17,2,6,38.0,34.0,45.42857142857143,43
2025-06-05,PHC002,MED002,574,85,30.9,19,3,6,43.0,26.0,46.714285714285715,38
2025-06-06,PHC002,MED002,536,80,22.6,19,4,6,38.0,46.0,48.42857142857143,38
2025-06-07,PHC002,MED002,488,107,32.0,21,5,6,38.0,61.0,47.285714285714285,48
2025-06-08,PHC002,MED002,432,85,29.4,16,6,6,48.0,71.0,45.42857142857143,56
2025-06-09,PHC002,MED002,389,71,26.2,13,0,6,56.0,42.0,43.285714285714285,43
2025-06-10,PHC002,MED002,348,82,24.5,11,1,6,43.0,38.0,43.42857142857143,41
2025-06-11,PHC002,MED002,313,70,30.3,14,2,6,41.0,43.0,43.857142857142854,35
2025-06-12,PHC002,MED002,260,93,25.3,13,3,6,35.0,38.0,42.714285714285715,53
2025-06-13,PHC002,MED002,215,81,29.4,34,4,6,53.0,38.0,44.857142857142854,45
2025-06-14,PHC002,MED002,164,106,25.8,21,5,6,45.0,48.0,45.857142857142854,51
2025-06-15,PHC002,MED002,126,79,24.7,19,6,6,51.0,56.0,46.285714285714285,38
2025-06-16,PHC002,MED002,860,98,27.5,25,0,6,38.0,43.0,43.714285714285715,52
2025-06-17,PHC002,MED002,801,99,22.6,22,1,6,52.0,41.0,45.0,59
2025-06-18,PHC002,MED002,754,80,23.0,20,2,6,59.0,35.0,47.57142857142857,47
2025-06-19,PHC002,MED002,717,93,22.3,26,3,6,47.0,53.0,49.285714285714285,37
2025-06-20,PHC002,MED002,679,74,33.1,23,4,6,37.0,45.0,47.0,38
2025-06-21,PHC002,MED002,616,108,34.7,27,5,6,38.0,51.0,46.0,63
2025-06-22,PHC002,MED002,583,49,23.1,10,6,6,63.0,38.0,47.714285714285715,33
2025-06-23,PHC002,MED002,539,86,24.7,23,0,6,33.0,52.0,47.0,44
2025-06-24,PHC002,MED002,487,111,33.1,30,1,6,44.0,59.0,45.857142857142854,52
2025-06-25,PHC002,MED002,420,110,31.2,34,2,6,52.0,47.0,44.857142857142854,67
2025-06-26,PHC002,MED002,360,108,29.6,28,3,6,67.0,37.0,47.714285714285715,60
2025-06-27,PHC002,MED002,302,93,31.6,21,4,6,60.0,38.0,51.0,58
2025-06-28,PHC002,MED002,233,90,22.4,18,5,6,58.0,63.0,53.857142857142854,69
2025-06-29,PHC002,MED002,740,120,28.1,27,6,6,69.0,33.0,54.714285714285715,74
2025-01-08,PHC002,MED003,543,64,30.5,23,2,1,33.0,27.0,36.57142857142857,27
2025-01-09,PHC002,MED003,507,94,29.7,25,3,1,27.0,36.0,36.57142857142857,36
2025-01-10,PHC002,MED003,482,66,33.4,19,4,1,36.0,36.0,36.57142857142857,25
2025-01-11,PHC002,MED003,436,95,22.8,28,5,1,25.0,46.0,35.0,46
2025-01-12,PHC002,MED003,400,89,27.3,25,6,1,46.0,43.0,35.0,36
2025-01-13,PHC002,MED003,363,90,27.2,23,0,1,36.0,35.0,34.0,37
2025-01-14,PHC002,MED003,331,73,27.6,14,1,1,37.0,33.0,34.285714285714285,32
2025-01-15,PHC002,MED003,308,63,21.6,20,2,1,32.0,27.0,34.142857142857146,23
2025-01-16,PHC002,MED003,272,81,28.9,18,3,1,23.0,36.0,33.57142857142857,36
2025-01-17,PHC002,MED003,241,84,22.4,24,4,1,36.0,25.0,33.57142857142857,31
2025-01-18,PHC002,MED003,190,96,26.5,25,5,1,31.0,46.0,34.42857142857143,51
2025-01-19,PHC002,MED003,781,115,25.1,27,6,1,51.0,36.0,35.142857142857146,51
2025-01-20,PHC002,MED003,748,74,28.6,28,0,1,51.0,37.0,37.285714285714285,33
2025-01-21,PHC002,MED003,729,63,26.9,16,1,1,33.0,32.0,36.714285714285715,19
2025-01-22,PHC002,MED003,692,74,21.0,24,2,1,19.0,23.0,34.857142857142854,37
2025-01-23,PHC002,MED003,655,104,31.6,31,3,1,37.0,36.0,36.857142857142854,37
2025-01-24,PHC002,MED003,619,95,32.3,22,4,1,37.0,31.0,37.0,36
2025-01-25,PHC002,MED003,560,120,29.5,22,5,1,36.0,51.0,37.714285714285715,59
2025-01-26,PHC002,MED003,510,96,25.8,27,6,1,59.0,51.0,38.857142857142854,50
2025-01-27,PHC002,MED003,482,74,30.2,16,0,1,50.0,33.0,38.714285714285715,28
2025-01-28,PHC002,MED003,443,101,34.1,28,1,1,28.0,19.0,38.0,39
2025-01-29,PHC002,MED003,425,44,25.2,16,2,1,39.0,37.0,40.857142857142854,18
2025-01-30,PHC002,MED003,391,84,21.9,26,3,1,18.0,37.0,38.142857142857146,34
2025-01-31,PHC002,MED003,357,79,28.2,24,4,1,34.0,36.0,37.714285714285715,34
2025-02-01,PHC002,MED003,317,103,32.9,27,5,2,34.0,59.0,37.42857142857143,40
2025-02-02,PHC002,MED003,276,103,30.5,23,6,2,40.0,50.0,34.714285714285715,41
2025-02-03,PHC002,MED003,239,91,28.2,19,0,2,41.0,28.0,33.42857142857143,37
2025-02-04,PHC002,MED003,217,74,22.8,13,1,2,37.0,39.0,34.714285714285715,22
2025-02-05,PHC002,MED003,179,106,35.0,28,2,2,22.0,18.0,32.285714285714285,38
2025-02-06,PHC002,MED003,143,79,21.1,17,3,2,38.0,34.0,35.142857142857146,36
2025-02-07,PHC002,MED003,110,85,34.9,15,4,2,36.0,34.0,35.42857142857143,33
2025-02-08,PHC002,MED003,679,114,26.2,32,5,2,33.0,40.0,35.285714285714285,40
2025-02-09,PHC002,MED003,637,103,26.8,32,6,2,40.0,41.0,35.285714285714285,42
2025-02-10,PHC002,MED003,615,58,25.8,18,0,2,42.0,37.0,35.42857142857143,22
2025-02-11,PHC002,MED003,577,99,31.0,30,1,2,22.0,22.0,33.285714285714285,38
2025-02-12,PHC002,MED003,547,80,33.9,16,2,2,38.0,38.0,35.57142857142857,30
2025-02-13,PHC002,MED003,515,81,25.5,25,3,2,30.0,36.0,34.42857142857143,32
2025-02-14,PHC002,MED003,497,49,21.2,6,4,2,32.0,33.0,33.857142857142854,18
2025-02-15,PHC002,MED003,468,77,24.2,24,5,2,18.0,40.0,31.714285714285715,29
2025-02-16,PHC002,MED003,433,77,29.2,18,6,2,29.0,42.0,30.142857142857142,35
2025-02-17,PHC002,MED003,398,104,30.3,22,0,2,35.0,22.0,29.142857142857142,35
2025-02-18,PHC002,MED003,370,64,29.2,14,1,2,35.0,38.0,31.0,28
2025-02-19,PHC002,MED003,341,72,33.6,23,2,2,28.0,30.0,29.571428571428573,29
2025-02-20,PHC002,MED003,310,71,25.3,15,3,2,29.0,32.0,29.428571428571427,31
2025-02-21,PHC002,MED003,273,81,29.0,24,4,2,31.0,18.0,29.285714285714285,37
2025-02-22,PHC002,MED003,238,87,23.9,30,5,2,37.0,29.0,32.0,35
2025-02-23,PHC002,MED003,204,81,24.4,13,6,2,35.0,35.0,32.857142857142854,34
2025-02-24,PHC002,MED003,170,83,27.3,19,0,2,34.0,35.0,32.714285714285715,34
2025-02-25,PHC002,MED003,138,87,29.2,22,1,2,34.0,28.0,32.57142857142857,32
2025-02-26,PHC002,MED003,112,81,31.1,24,2,2,32.0,29.0,33.142857142857146,26
2025-02-27,PHC002,MED003,91,63,25.5,15,3,2,26.0,31.0,32.714285714285715,21
2025-02-28,PHC002,MED003,366,95,23.5,31,4,2,21.0,37.0,31.285714285714285,41
2025-03-01,PHC002,MED003,311,112,22.2,26,5,3,41.0,35.0,31.857142857142858,55
2025-03-02,PHC002,MED003,257,104,27.4,24,6,3,55.0,34.0,34.714285714285715,54
